mirna_core_accession,mirna_id,study,comparison,log2_fold_change,padj,direction,base_mean,lfc_se,stat,pvalue,design,n_groups,reps_per_group,total_mirnas_before_prefilter,tested_mirnas_after_prefilter,prefilter_rule,fdr_threshold,significance_rule,confidence_class
98,Egr-miRN5668,QIN-2021,GL9_stem_vs_DH201_stem,-1.35503582150597,4.49341306028046e-05,up_in_DH201_stem,4081.59117808231,0.302039348493448,-4.4862890489759,7.2474404198072e-06,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
2,Chr01_1229,QIN-2021,GL9_stem_vs_DH201_stem,-1.29140473230196,8.11129261438444e-05,up_in_DH201_stem,75054.352282878,0.298160407077888,-4.33124151176992,1.48270940262941e-05,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
33,Chr07_27100,QIN-2021,GL9_stem_vs_DH201_stem,-3.34777868629623,8.11129261438444e-05,up_in_DH201_stem,16.5900589839595,0.770888535654279,-4.34275324052505,1.40708146690811e-05,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
34,Chr07_27268,QIN-2021,GL9_stem_vs_DH201_stem,4.68235660335091,0.000147725257756848,up_in_GL9_stem,14.1527239865965,1.11900301820816,4.18440033419093,2.85919853722932e-05,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
50,Chr09_36714,QIN-2021,GL9_stem_vs_DH201_stem,1.24877126147099,0.000292626293195492,up_in_GL9_stem,459.782597722465,0.311130128409054,4.01366228290557,5.97838663517672e-05,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
46,Chr08_34702,QIN-2021,GL9_stem_vs_DH201_stem,1.18681214625447,0.00036415931890456,up_in_GL9_stem,673.218074124524,0.300496627631372,3.94950238080663,7.83138320224859e-05,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
51,Chr09_36718,QIN-2021,GL9_stem_vs_DH201_stem,1.72535220574362,0.000452312209364974,up_in_GL9_stem,276.129272241187,0.44535015707739,3.87414751813774,0.000106998587161607,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
61,scaffold_1630_46529,QIN-2021,GL9_stem_vs_DH201_stem,1.72535220574362,0.000452312209364974,up_in_GL9_stem,276.129272241187,0.44535015707739,3.87414751813774,0.000106998587161607,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
41,Chr08_30829,QIN-2021,GL9_stem_vs_DH201_stem,2.52676243492675,0.000655128167275383,up_in_GL9_stem,18.1261604888875,0.671258649772953,3.76421582914634,0.000167072539185906,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
88,Egr-miR167c,QIN-2021,GL9_stem_vs_DH201_stem,-1.01994027180833,0.000655128167275383,up_in_DH201_stem,15878.3286306245,0.271170452793981,-3.76125149808715,0.000169065333490421,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
25,Chr05_23094,QIN-2021,GL9_stem_vs_DH201_stem,2.44508835608356,0.000914110206056653,up_in_GL9_stem,24.7253940406569,0.672175191057426,3.63757601978302,0.000275215976017057,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
26,Chr05_23096,QIN-2021,GL9_stem_vs_DH201_stem,2.44508835608356,0.000914110206056653,up_in_GL9_stem,24.7253940406569,0.672175191057426,3.63757601978302,0.000275215976017057,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
27,Chr05_23098,QIN-2021,GL9_stem_vs_DH201_stem,2.44508835608356,0.000914110206056653,up_in_GL9_stem,24.7253940406569,0.672175191057426,3.63757601978302,0.000275215976017057,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
67,scaffold_46_44242,QIN-2021,GL9_stem_vs_DH201_stem,2.44508835608356,0.000914110206056653,up_in_GL9_stem,24.7253940406569,0.672175191057426,3.63757601978302,0.000275215976017057,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
18,Chr05_19932,QIN-2021,GL9_stem_vs_DH201_stem,1.21258404945086,0.00182607309567445,up_in_GL9_stem,1261.43271368807,0.357207288193552,3.39462292492146,0.000687231810200063,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
20,Chr05_20206,QIN-2021,GL9_stem_vs_DH201_stem,1.21258404945086,0.00182607309567445,up_in_GL9_stem,1261.43271368807,0.357207288193552,3.39462292492146,0.000687231810200063,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
21,Chr05_20208,QIN-2021,GL9_stem_vs_DH201_stem,1.21258404945086,0.00182607309567445,up_in_GL9_stem,1261.43271368807,0.357207288193552,3.39462292492146,0.000687231810200063,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
22,Chr05_20214,QIN-2021,GL9_stem_vs_DH201_stem,1.21258404945086,0.00182607309567445,up_in_GL9_stem,1261.43271368807,0.357207288193552,3.39462292492146,0.000687231810200063,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
24,Chr05_23089,QIN-2021,GL9_stem_vs_DH201_stem,1.21258404945086,0.00182607309567445,up_in_GL9_stem,1261.43271368807,0.357207288193552,3.39462292492146,0.000687231810200063,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
65,scaffold_46_44237,QIN-2021,GL9_stem_vs_DH201_stem,1.21258404945086,0.00182607309567445,up_in_GL9_stem,1261.43271368807,0.357207288193552,3.39462292492146,0.000687231810200063,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
66,scaffold_46_44239,QIN-2021,GL9_stem_vs_DH201_stem,1.21258404945086,0.00182607309567445,up_in_GL9_stem,1261.43271368807,0.357207288193552,3.39462292492146,0.000687231810200063,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
77,Egr-miR156k,QIN-2021,GL9_stem_vs_DH201_stem,-1.2042867491679,0.00204295125137811,up_in_DH201_stem,22308.4698712059,0.358847149904974,-3.35598805643798,0.000790819839243139,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
8,Chr02_5696,QIN-2021,GL9_stem_vs_DH201_stem,1.06696819250388,0.00218088416431833,up_in_GL9_stem,176.524309527605,0.320386296253614,3.33025539787531,0.000867663592255679,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
89,Egr-miR396a,QIN-2021,GL9_stem_vs_DH201_stem,-0.880868142260938,0.00347137271761556,up_in_DH201_stem,30388.2498896339,0.276709703626413,-3.18336556585021,0.00145573694609685,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
90,Egr-miR396c,QIN-2021,GL9_stem_vs_DH201_stem,-0.880868142260938,0.00347137271761556,up_in_DH201_stem,30388.2498896339,0.276709703626413,-3.18336556585021,0.00145573694609685,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
39,Chr07_30134,QIN-2021,GL9_stem_vs_DH201_stem,-2.19166758947002,0.00666126589248495,up_in_DH201_stem,17.2059521081814,0.735000974888439,-2.98185671087399,0.00286506059891826,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
91,Egr-miR482a,QIN-2021,GL9_stem_vs_DH201_stem,-0.840243759466665,0.00953638451895368,up_in_DH201_stem,63012.2565506779,0.293543286400664,-2.86241858830931,0.0042042125298613,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
86,Egr-miR167a,QIN-2021,GL9_stem_vs_DH201_stem,-0.762224564295986,0.0109783347888099,up_in_DH201_stem,18102.3880847645,0.271278165453665,-2.80975272381874,0.00495795764655931,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
16,Chr05_18368,QIN-2021,GL9_stem_vs_DH201_stem,0.814831381197229,0.0119627068624701,up_in_GL9_stem,1030.65387023125,0.293701292723992,2.77435408485918,0.0055311440331851,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
92,Egr-miR482b,QIN-2021,GL9_stem_vs_DH201_stem,-0.75150490743468,0.012501880118945,up_in_DH201_stem,227108.590103776,0.273029893990778,-2.75246382896103,0.0059148680132643,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
99,Egr-miRN5674,QIN-2021,GL9_stem_vs_DH201_stem,-0.812637868637522,0.0185297656291504,up_in_DH201_stem,6470.24788137653,0.310956713762864,-2.61334723667437,0.00896601562700827,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
83,Egr-miR165b,QIN-2021,GL9_stem_vs_DH201_stem,-0.672375572767621,0.0198576459071839,up_in_DH201_stem,636777.549031138,0.261898910970163,-2.56730954045174,0.0102491075649982,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
84,Egr-miR165e,QIN-2021,GL9_stem_vs_DH201_stem,-0.674689160691204,0.0198576459071839,up_in_DH201_stem,634718.885475755,0.261989595026691,-2.57525174090394,0.0100167152445023,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
85,Egr-miR165f,QIN-2021,GL9_stem_vs_DH201_stem,-0.672400298657745,0.0198576459071839,up_in_DH201_stem,636746.094244082,0.261901411169141,-2.56737944120315,0.0102470414786181,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
45,Chr08_34494,QIN-2021,GL9_stem_vs_DH201_stem,-1.88001966708756,0.0380431602446614,up_in_DH201_stem,11.7130642472021,0.809434297377435,-2.32263405835263,0.0201988194579274,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
60,Chr11_43106,QIN-2021,GL9_stem_vs_DH201_stem,-0.638938288533165,0.0380431602446614,up_in_DH201_stem,23766.2576204619,0.275650788875872,-2.31792657346932,0.0204533119594954,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
71,Egr-miR156d,QIN-2021,GL9_stem_vs_DH201_stem,0.679120572754043,0.0388080978778787,up_in_GL9_stem,8354.05745510637,0.299520559710792,2.26735878635437,0.0233683170017334,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
72,Egr-miR156e,QIN-2021,GL9_stem_vs_DH201_stem,0.679120572754043,0.0388080978778787,up_in_GL9_stem,8354.05745510637,0.299520559710792,2.26735878635437,0.0233683170017334,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
73,Egr-miR156f,QIN-2021,GL9_stem_vs_DH201_stem,0.679120572754043,0.0388080978778787,up_in_GL9_stem,8354.05745510637,0.299520559710792,2.26735878635437,0.0233683170017334,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
74,Egr-miR156h,QIN-2021,GL9_stem_vs_DH201_stem,0.679120572754043,0.0388080978778787,up_in_GL9_stem,8354.05745510637,0.299520559710792,2.26735878635437,0.0233683170017334,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
75,Egr-miR156i,QIN-2021,GL9_stem_vs_DH201_stem,0.679120572754043,0.0388080978778787,up_in_GL9_stem,8354.05745510637,0.299520559710792,2.26735878635437,0.0233683170017334,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
76,Egr-miR156j,QIN-2021,GL9_stem_vs_DH201_stem,0.679120572754043,0.0388080978778787,up_in_GL9_stem,8354.05745510637,0.299520559710792,2.26735878635437,0.0233683170017334,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
97,Egr-miRN5654,QIN-2021,GL9_stem_vs_DH201_stem,-0.654016134066531,0.0396748737190012,up_in_DH201_stem,1339926.00480222,0.290404641342895,-2.25208567963038,0.0243168580858395,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
81,Egr-miR156o,QIN-2021,GL9_stem_vs_DH201_stem,0.668316668767752,0.0407852997976176,up_in_GL9_stem,8423.58263987884,0.299061107095581,2.23471609283569,0.0254359934221701,"~ group",2,3_per_group,99,93,raw_count>=10_in_at_least_2_samples,0.05,"padj < 0.05",high_confidence
