source,target,interaction_type,score,inhibition_type
scaffold_46_44237,Eucgr.D00620,miRNA-target,2.5,Cleavage
scaffold_46_44239,Eucgr.E00524,miRNA-target,2.5,Cleavage
scaffold_46_44239,Eucgr.D00620,miRNA-target,2.5,Cleavage
scaffold_46_44239,Eucgr.D00620,miRNA-target,2.5,Cleavage
scaffold_46_44239,Eucgr.D00620,miRNA-target,2.5,Cleavage
scaffold_46_44242,Eucgr.G03015,miRNA-target,2.5,Translation
scaffold_46_44242,Eucgr.K03194,miRNA-target,2.5,Cleavage
scaffold_46_44242,Eucgr.K03192,miRNA-target,2.5,Cleavage
scaffold_60_44348,Eucgr.C02886,miRNA-target,2.5,Cleavage
scaffold_60_44348,Eucgr.F01432,miRNA-target,2.5,Cleavage
scaffold_60_44348,Eucgr.A02648,miRNA-target,2.5,Cleavage
scaffold_60_44348,Eucgr.B02209,miRNA-target,2.5,Cleavage
Chr01_1229,Eucgr.D01801,miRNA-target,3.0,Cleavage
Chr01_1229,Eucgr.B00601,miRNA-target,3.0,Cleavage
Chr01_1229,Eucgr.B00599,miRNA-target,3.0,Cleavage
Chr01_1680,Eucgr.L03036,miRNA-target,3.0,Cleavage
Chr01_1680,Eucgr.E01979,miRNA-target,3.0,Cleavage
Chr01_1680,Eucgr.H02369,miRNA-target,3.0,Translation
Chr01_1680,Eucgr.D02412,miRNA-target,3.0,Cleavage
Chr01_1680,Eucgr.A00474,miRNA-target,3.0,Cleavage
Chr01_1680,Eucgr.A00474,miRNA-target,3.0,Cleavage
Chr01_1680,Eucgr.G01964,miRNA-target,3.0,Cleavage
Chr01_1680,Eucgr.J02295,miRNA-target,3.0,Cleavage
Chr01_1680,Eucgr.H02237,miRNA-target,3.0,Cleavage
Chr01_1680,Eucgr.H01292,miRNA-target,3.0,Cleavage
Chr01_1680,Eucgr.L00158,miRNA-target,3.0,Translation
Chr01_1680,Eucgr.F00845,miRNA-target,3.0,Cleavage
Chr01_1680,Eucgr.F00845,miRNA-target,3.0,Cleavage
Chr01_1680,Eucgr.I02070,miRNA-target,3.0,Cleavage
Chr01_1680,Eucgr.B01217,miRNA-target,3.0,Translation
Chr01_1680,Eucgr.G03354,miRNA-target,3.0,Cleavage
Chr01_1685,Eucgr.E03204,miRNA-target,3.0,Cleavage
Chr01_1685,Eucgr.C02758,miRNA-target,3.0,Cleavage
Chr01_1685,Eucgr.C02758,miRNA-target,3.0,Cleavage
Chr01_1685,Eucgr.J02025,miRNA-target,3.0,Cleavage
Chr01_1685,Eucgr.J00730,miRNA-target,3.0,Cleavage
Chr01_1685,Eucgr.J02764,miRNA-target,3.0,Cleavage
Chr01_1685,Eucgr.G01379,miRNA-target,3.0,Cleavage
Chr01_1685,Eucgr.L01342,miRNA-target,3.0,Cleavage
Chr01_1685,Eucgr.L02344,miRNA-target,3.0,Cleavage
Chr01_1685,Eucgr.D01053,miRNA-target,3.0,Cleavage
Chr01_1685,Eucgr.C02167,miRNA-target,3.0,Cleavage
Chr01_1685,Eucgr.D00427,miRNA-target,3.0,Cleavage
Chr01_1685,Eucgr.C01004,miRNA-target,3.0,Cleavage
Chr01_1685,Eucgr.C01004,miRNA-target,3.0,Cleavage
Chr01_1685,Eucgr.B03011,miRNA-target,3.0,Cleavage
Chr01_1685,Eucgr.G01611,miRNA-target,3.0,Cleavage
Chr01_1685,Eucgr.B01645,miRNA-target,3.0,Cleavage
Chr01_1685,Eucgr.H00605,miRNA-target,3.0,Cleavage
Chr01_1685,Eucgr.B01252,miRNA-target,3.0,Cleavage
Chr01_1685,Eucgr.H01928,miRNA-target,3.0,Cleavage
Chr01_1685,Eucgr.B02569,miRNA-target,3.0,Cleavage
Chr01_1896,Eucgr.H02369,miRNA-target,3.0,Translation
Chr01_1896,Eucgr.G01964,miRNA-target,3.0,Cleavage
Chr01_1896,Eucgr.L03036,miRNA-target,3.0,Cleavage
Chr01_1896,Eucgr.E01979,miRNA-target,3.0,Cleavage
Chr01_1896,Eucgr.D02412,miRNA-target,3.0,Cleavage
Chr01_1896,Eucgr.A00474,miRNA-target,3.0,Cleavage
Chr01_1896,Eucgr.A00474,miRNA-target,3.0,Cleavage
Chr01_1896,Eucgr.J02295,miRNA-target,3.0,Cleavage
Chr01_1896,Eucgr.H02237,miRNA-target,3.0,Cleavage
Chr01_1896,Eucgr.H01292,miRNA-target,3.0,Cleavage
Chr01_1896,Eucgr.L00158,miRNA-target,3.0,Translation
Chr01_1896,Eucgr.F00845,miRNA-target,3.0,Cleavage
Chr01_1896,Eucgr.F00845,miRNA-target,3.0,Cleavage
Chr01_1896,Eucgr.I02070,miRNA-target,3.0,Cleavage
Chr01_1896,Eucgr.B01217,miRNA-target,3.0,Translation
Chr01_1896,Eucgr.G03354,miRNA-target,3.0,Cleavage
Chr01_2889,Eucgr.F01129,miRNA-target,3.0,Translation
Chr01_2889,Eucgr.K00083,miRNA-target,3.0,Cleavage
Chr01_2889,Eucgr.K01032,miRNA-target,3.0,Cleavage
Chr01_2891,Eucgr.F01129,miRNA-target,3.0,Translation
Chr01_2891,Eucgr.K00083,miRNA-target,3.0,Cleavage
Chr01_2891,Eucgr.K01032,miRNA-target,3.0,Cleavage
Chr01_850,Eucgr.D00428,miRNA-target,3.0,Cleavage
Chr02_5696,Eucgr.K02341,miRNA-target,3.0,Cleavage
Chr02_5696,Eucgr.A00932,miRNA-target,3.0,Cleavage
Chr02_5696,Eucgr.A00929,miRNA-target,3.0,Cleavage
Chr02_5696,Eucgr.E04234,miRNA-target,3.0,Cleavage
Chr02_5754,Eucgr.H04081,miRNA-target,3.0,Cleavage
Chr02_5754,Eucgr.I00178,miRNA-target,3.0,Cleavage
Chr02_5754,Eucgr.F01130,miRNA-target,3.0,Cleavage
Chr02_5754,Eucgr.F01130,miRNA-target,3.0,Cleavage
Chr02_5754,Eucgr.I02373,miRNA-target,3.0,Cleavage
Chr02_5754,Eucgr.G00775,miRNA-target,3.0,Translation
Chr02_5754,Eucgr.I00188,miRNA-target,3.0,Cleavage
Chr02_5754,Eucgr.K00636,miRNA-target,3.0,Cleavage
Chr02_5754,Eucgr.F04101,miRNA-target,3.0,Cleavage
Chr02_5754,Eucgr.G00881,miRNA-target,3.0,Cleavage
Chr02_5754,Eucgr.C01163,miRNA-target,3.0,Cleavage
Chr02_5754,Eucgr.G00620,miRNA-target,3.0,Cleavage
Chr02_5754,Eucgr.H03154,miRNA-target,3.0,Cleavage
Chr02_5754,Eucgr.H03154,miRNA-target,3.0,Cleavage
Chr02_8243,Eucgr.A01103,miRNA-target,3.0,Cleavage
Chr02_8243,Eucgr.G01934,miRNA-target,3.0,Cleavage
Chr03_12134,Eucgr.E02950,miRNA-target,3.0,Cleavage
Chr03_12134,Eucgr.I01117,miRNA-target,3.0,Cleavage
Chr03_12134,Eucgr.H04799,miRNA-target,3.0,Cleavage
Chr03_12134,Eucgr.K00398,miRNA-target,3.0,Cleavage
Chr03_12134,Eucgr.A02352,miRNA-target,3.0,Cleavage
Chr03_12134,Eucgr.A02354,miRNA-target,3.0,Cleavage
Chr03_12134,Eucgr.A02354,miRNA-target,3.0,Cleavage
Chr03_12134,Eucgr.A02354,miRNA-target,3.0,Cleavage
Chr03_12134,Eucgr.A02354,miRNA-target,3.0,Cleavage
Chr03_12134,Eucgr.E00847,miRNA-target,3.0,Cleavage
Chr03_12134,Eucgr.D00014,miRNA-target,3.0,Cleavage
Chr03_12234,Eucgr.H04969,miRNA-target,3.0,Translation
Chr03_12234,Eucgr.C00752,miRNA-target,3.0,Cleavage
Chr03_12234,Eucgr.F04004,miRNA-target,3.0,Cleavage
Chr03_12234,Eucgr.H00644,miRNA-target,3.0,Cleavage
Chr03_12234,Eucgr.H00644,miRNA-target,3.0,Cleavage
Chr03_12234,Eucgr.C02072,miRNA-target,3.0,Cleavage
Chr03_12234,Eucgr.J02435,miRNA-target,3.0,Cleavage
Chr03_14086,Eucgr.H04969,miRNA-target,3.0,Translation
Chr03_14086,Eucgr.C00752,miRNA-target,3.0,Cleavage
Chr03_14086,Eucgr.F04004,miRNA-target,3.0,Cleavage
Chr03_14086,Eucgr.H00644,miRNA-target,3.0,Cleavage
Chr03_14086,Eucgr.H00644,miRNA-target,3.0,Cleavage
Chr03_14086,Eucgr.C02072,miRNA-target,3.0,Cleavage
Chr03_14086,Eucgr.J02435,miRNA-target,3.0,Cleavage
Chr03_14181,Eucgr.H04969,miRNA-target,3.0,Translation
Chr03_14181,Eucgr.K02358,miRNA-target,3.0,Translation
Chr03_14181,Eucgr.K02358,miRNA-target,3.0,Translation
Chr03_14181,Eucgr.K02358,miRNA-target,3.0,Translation
Chr03_14181,Eucgr.F04004,miRNA-target,3.0,Cleavage
Chr03_14181,Eucgr.K02358,miRNA-target,3.0,Translation
Chr03_14181,Eucgr.H00644,miRNA-target,3.0,Cleavage
Chr03_14181,Eucgr.H00644,miRNA-target,3.0,Cleavage
Chr03_14181,Eucgr.C02072,miRNA-target,3.0,Cleavage
Chr03_9415,Eucgr.K02499,miRNA-target,3.0,Cleavage
Chr03_9415,Eucgr.K02499,miRNA-target,3.0,Cleavage
Chr03_9415,Eucgr.K02499,miRNA-target,3.0,Cleavage
Chr03_9415,Eucgr.K02499,miRNA-target,3.0,Cleavage
Chr03_9415,Eucgr.C01547,miRNA-target,3.0,Translation
Chr03_9415,Eucgr.K02931,miRNA-target,3.0,Cleavage
Chr03_9415,Eucgr.C01554,miRNA-target,3.0,Translation
Chr03_9415,Eucgr.C01826,miRNA-target,3.0,Translation
Chr03_9415,Eucgr.C01828,miRNA-target,3.0,Translation
Chr03_9415,Eucgr.C01820,miRNA-target,3.0,Translation
Chr05_17624,Eucgr.H03480,miRNA-target,3.0,Cleavage
Chr05_17624,Eucgr.H03480,miRNA-target,3.0,Cleavage
Chr05_18368,Eucgr.G02159,miRNA-target,3.0,Cleavage
Chr05_18368,Eucgr.D02544,miRNA-target,3.0,Translation
Chr05_18368,Eucgr.D02544,miRNA-target,3.0,Translation
Chr05_18368,Eucgr.H00812,miRNA-target,3.0,Cleavage
Chr05_18368,Eucgr.K02468,miRNA-target,3.0,Translation
Chr05_18368,Eucgr.D02537,miRNA-target,3.0,Cleavage
Chr05_18368,Eucgr.D02537,miRNA-target,3.0,Cleavage
Chr05_19036,Eucgr.J02404,miRNA-target,3.0,Cleavage
Chr05_19036,Eucgr.J03194,miRNA-target,3.0,Cleavage
Chr05_19036,Eucgr.A02953,miRNA-target,3.0,Translation
Chr05_19932,Eucgr.D01668,miRNA-target,3.0,Cleavage
Chr05_19932,Eucgr.J01177,miRNA-target,3.0,Cleavage
Chr05_19932,Eucgr.J01177,miRNA-target,3.0,Cleavage
Chr05_19932,Eucgr.J01177,miRNA-target,3.0,Cleavage
Chr05_19932,Eucgr.J01177,miRNA-target,3.0,Cleavage
Chr05_19932,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_19932,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_19932,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_19932,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_19932,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_19932,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_19932,Eucgr.B01002,miRNA-target,3.0,Cleavage
Chr05_19932,Eucgr.B01002,miRNA-target,3.0,Cleavage
Chr05_19932,Eucgr.B01002,miRNA-target,3.0,Cleavage
Chr05_19934,Eucgr.I01424,miRNA-target,3.0,Translation
Chr05_19934,Eucgr.B01080,miRNA-target,3.0,Cleavage
Chr05_19934,Eucgr.E02482,miRNA-target,3.0,Cleavage
Chr05_19934,Eucgr.E02482,miRNA-target,3.0,Cleavage
Chr05_19934,Eucgr.E02482,miRNA-target,3.0,Cleavage
Chr05_19934,Eucgr.E02482,miRNA-target,3.0,Cleavage
Chr05_19934,Eucgr.E02482,miRNA-target,3.0,Cleavage
Chr05_19934,Eucgr.E02482,miRNA-target,3.0,Cleavage
Chr05_19934,Eucgr.H04146,miRNA-target,3.0,Cleavage
Chr05_19934,Eucgr.K03420,miRNA-target,3.0,Cleavage
Chr05_20206,Eucgr.D01668,miRNA-target,3.0,Cleavage
Chr05_20206,Eucgr.J01177,miRNA-target,3.0,Cleavage
Chr05_20206,Eucgr.J01177,miRNA-target,3.0,Cleavage
Chr05_20206,Eucgr.J01177,miRNA-target,3.0,Cleavage
Chr05_20206,Eucgr.J01177,miRNA-target,3.0,Cleavage
Chr05_20206,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_20206,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_20206,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_20206,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_20206,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_20206,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_20206,Eucgr.B01002,miRNA-target,3.0,Cleavage
Chr05_20206,Eucgr.B01002,miRNA-target,3.0,Cleavage
Chr05_20206,Eucgr.B01002,miRNA-target,3.0,Cleavage
Chr05_20208,Eucgr.D01668,miRNA-target,3.0,Cleavage
Chr05_20208,Eucgr.J01177,miRNA-target,3.0,Cleavage
Chr05_20208,Eucgr.J01177,miRNA-target,3.0,Cleavage
Chr05_20208,Eucgr.J01177,miRNA-target,3.0,Cleavage
Chr05_20208,Eucgr.J01177,miRNA-target,3.0,Cleavage
Chr05_20208,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_20208,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_20208,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_20208,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_20208,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_20208,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_20208,Eucgr.B01002,miRNA-target,3.0,Cleavage
Chr05_20208,Eucgr.B01002,miRNA-target,3.0,Cleavage
Chr05_20208,Eucgr.B01002,miRNA-target,3.0,Cleavage
Chr05_20214,Eucgr.D01668,miRNA-target,3.0,Cleavage
Chr05_20214,Eucgr.J01177,miRNA-target,3.0,Cleavage
Chr05_20214,Eucgr.J01177,miRNA-target,3.0,Cleavage
Chr05_20214,Eucgr.J01177,miRNA-target,3.0,Cleavage
Chr05_20214,Eucgr.J01177,miRNA-target,3.0,Cleavage
Chr05_20214,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_20214,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_20214,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_20214,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_20214,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_20214,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_20214,Eucgr.B01002,miRNA-target,3.0,Cleavage
Chr05_20214,Eucgr.B01002,miRNA-target,3.0,Cleavage
Chr05_20214,Eucgr.B01002,miRNA-target,3.0,Cleavage
Chr05_21615,Eucgr.J02404,miRNA-target,3.0,Cleavage
Chr05_21615,Eucgr.J03194,miRNA-target,3.0,Cleavage
Chr05_21615,Eucgr.A02953,miRNA-target,3.0,Translation
Chr05_23089,Eucgr.D01668,miRNA-target,3.0,Cleavage
Chr05_23089,Eucgr.J01177,miRNA-target,3.0,Cleavage
Chr05_23089,Eucgr.J01177,miRNA-target,3.0,Cleavage
Chr05_23089,Eucgr.J01177,miRNA-target,3.0,Cleavage
Chr05_23089,Eucgr.J01177,miRNA-target,3.0,Cleavage
Chr05_23089,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_23089,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_23089,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_23089,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_23089,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_23089,Eucgr.J00854,miRNA-target,3.0,Cleavage
Chr05_23089,Eucgr.B01002,miRNA-target,3.0,Cleavage
Chr05_23089,Eucgr.B01002,miRNA-target,3.0,Cleavage
Chr05_23089,Eucgr.B01002,miRNA-target,3.0,Cleavage
Chr05_23094,Eucgr.E00524,miRNA-target,3.0,Cleavage
Chr05_23094,Eucgr.D00620,miRNA-target,3.0,Cleavage
Chr05_23094,Eucgr.D00620,miRNA-target,3.0,Cleavage
Chr05_23094,Eucgr.D00620,miRNA-target,3.0,Cleavage
Chr05_23094,Eucgr.F01630,miRNA-target,3.0,Cleavage
Chr05_23094,Eucgr.B00090,miRNA-target,3.0,Cleavage
Chr05_23094,Eucgr.D01559,miRNA-target,3.0,Cleavage
Chr05_23096,Eucgr.E00524,miRNA-target,3.0,Cleavage
Chr05_23096,Eucgr.D00620,miRNA-target,3.0,Cleavage
Chr05_23096,Eucgr.D00620,miRNA-target,3.0,Cleavage
Chr05_23096,Eucgr.D00620,miRNA-target,3.0,Cleavage
Chr05_23096,Eucgr.F01630,miRNA-target,3.0,Cleavage
Chr05_23096,Eucgr.B00090,miRNA-target,3.0,Cleavage
Chr05_23096,Eucgr.D01559,miRNA-target,3.0,Cleavage
Chr05_23098,Eucgr.E00524,miRNA-target,3.0,Cleavage
Chr05_23098,Eucgr.D00620,miRNA-target,3.0,Cleavage
Chr05_23098,Eucgr.D00620,miRNA-target,3.0,Cleavage
Chr05_23098,Eucgr.D00620,miRNA-target,3.0,Cleavage
Chr05_23098,Eucgr.F01630,miRNA-target,3.0,Cleavage
Chr05_23098,Eucgr.B00090,miRNA-target,3.0,Cleavage
Chr05_23098,Eucgr.D01559,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.K00288,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.K00600,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.K00600,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.K00600,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.C04065,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.E00280,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.K00899,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.B02975,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.B01230,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.B01237,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.F00343,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.F00340,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.L00991,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.F00346,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.F00338,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.F00353,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.J03156,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.F00337,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.J03158,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.F00355,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.J00798,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.J03154,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.J03155,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.E01581,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.H04218,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.E02546,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.E01169,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.E00331,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.E00331,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.C00999,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.E01169,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.J02129,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.E00331,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.A00093,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.J02129,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.B02106,miRNA-target,3.0,Translation
Chr06_22113,Eucgr.B01698,miRNA-target,3.0,Translation
Chr06_22113,Eucgr.F01869,miRNA-target,3.0,Cleavage
Chr06_22113,Eucgr.K00108,miRNA-target,3.0,Cleavage
Chr06_24996,Eucgr.F01759,miRNA-target,3.0,Cleavage
Chr06_24996,Eucgr.H00430,miRNA-target,3.0,Cleavage
Chr06_24996,Eucgr.A02865,miRNA-target,3.0,Cleavage
Chr06_24998,Eucgr.F02859,miRNA-target,3.0,Translation
Chr06_24998,Eucgr.K00641,miRNA-target,3.0,Translation
Chr06_24998,Eucgr.H03528,miRNA-target,3.0,Cleavage
Chr06_24998,Eucgr.E00053,miRNA-target,3.0,Cleavage
Chr06_24998,Eucgr.E04075,miRNA-target,3.0,Cleavage
Chr06_24998,Eucgr.D00785,miRNA-target,3.0,Cleavage
Chr06_24998,Eucgr.E00547,miRNA-target,3.0,Cleavage
Chr06_24998,Eucgr.E00547,miRNA-target,3.0,Cleavage
Chr07_27100,Eucgr.C01780,miRNA-target,3.0,Cleavage
Chr07_27100,Eucgr.F00123,miRNA-target,3.0,Cleavage
Chr07_27100,Eucgr.F00123,miRNA-target,3.0,Cleavage
Chr07_27100,Eucgr.J01189,miRNA-target,3.0,Cleavage
Chr07_27100,Eucgr.J02495,miRNA-target,3.0,Cleavage
Chr07_27268,Eucgr.B00707,miRNA-target,3.0,Cleavage
Chr07_27268,Eucgr.B00707,miRNA-target,3.0,Cleavage
Chr07_27268,Eucgr.B00707,miRNA-target,3.0,Cleavage
Chr07_27268,Eucgr.F03427,miRNA-target,3.0,Cleavage
Chr07_27268,Eucgr.H01686,miRNA-target,3.0,Cleavage
Chr07_27268,Eucgr.F02609,miRNA-target,3.0,Cleavage
Chr07_27268,Eucgr.C00667,miRNA-target,3.0,Cleavage
Chr07_27268,Eucgr.C00667,miRNA-target,3.0,Cleavage
Chr07_27268,Eucgr.J02354,miRNA-target,3.0,Cleavage
Chr07_27909,Eucgr.H02967,miRNA-target,3.0,Cleavage
Chr07_27909,Eucgr.I01660,miRNA-target,3.0,Cleavage
Chr07_27909,Eucgr.E02959,miRNA-target,3.0,Cleavage
Chr07_27909,Eucgr.K01238,miRNA-target,3.0,Cleavage
Chr07_27909,Eucgr.A02781,miRNA-target,3.0,Translation
Chr07_27909,Eucgr.A02779,miRNA-target,3.0,Translation
Chr07_27909,Eucgr.B01553,miRNA-target,3.0,Cleavage
Chr07_28550,Eucgr.B01260,miRNA-target,3.0,Cleavage
Chr07_28550,Eucgr.K01192,miRNA-target,3.0,Cleavage
Chr07_28550,Eucgr.C04008,miRNA-target,3.0,Cleavage
Chr07_28550,Eucgr.G01740,miRNA-target,3.0,Cleavage
Chr07_28550,Eucgr.E04129,miRNA-target,3.0,Cleavage
Chr07_28550,Eucgr.E04128,miRNA-target,3.0,Cleavage
Chr07_28550,Eucgr.E03745,miRNA-target,3.0,Cleavage
Chr07_28646,Eucgr.H03480,miRNA-target,3.0,Cleavage
Chr07_28646,Eucgr.H03480,miRNA-target,3.0,Cleavage
Chr07_30125,Eucgr.C04158,miRNA-target,3.0,Cleavage
Chr07_30125,Eucgr.E03954,miRNA-target,3.0,Cleavage
Chr07_30125,Eucgr.E00552,miRNA-target,3.0,Cleavage
Chr07_30125,Eucgr.D01851,miRNA-target,3.0,Translation
Chr07_30125,Eucgr.E02662,miRNA-target,3.0,Cleavage
Chr07_30134,Eucgr.H05012,miRNA-target,3.0,Cleavage
Chr07_30134,Eucgr.H03574,miRNA-target,3.0,Cleavage
Chr07_30134,Eucgr.G00476,miRNA-target,3.0,Cleavage
Chr07_30134,Eucgr.G00476,miRNA-target,3.0,Cleavage
Chr07_30134,Eucgr.G00476,miRNA-target,3.0,Cleavage
Chr07_30134,Eucgr.H00886,miRNA-target,3.0,Cleavage
Chr07_30134,Eucgr.H00959,miRNA-target,3.0,Cleavage
Chr07_30134,Eucgr.H01305,miRNA-target,3.0,Cleavage
Chr07_30134,Eucgr.F00357,miRNA-target,3.0,Cleavage
Chr07_30134,Eucgr.H04609,miRNA-target,3.0,Cleavage
Chr08_30381,Eucgr.I02762,miRNA-target,3.0,Cleavage
Chr08_30381,Eucgr.I02762,miRNA-target,3.0,Cleavage
Chr08_30381,Eucgr.I02762,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.B00199,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.B00204,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.B00204,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.B00199,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.B01015,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.B00198,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.B00195,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.B00203,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.L03100,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.L00981,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.H00933,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.D01066,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.D01066,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.K00143,miRNA-target,3.0,Translation
Chr08_30632,Eucgr.K00143,miRNA-target,3.0,Translation
Chr08_30632,Eucgr.E04371,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.E02039,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.K01324,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.L03511,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.B00205,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.B00200,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.B00206,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.B00207,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.B01014,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.B00201,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.B01897,miRNA-target,3.0,Cleavage
Chr08_30632,Eucgr.I00704,miRNA-target,3.0,Cleavage
Chr08_30829,Eucgr.J00373,miRNA-target,3.0,Cleavage
Chr08_30829,Eucgr.E01445,miRNA-target,3.0,Cleavage
Chr08_30829,Eucgr.E01445,miRNA-target,3.0,Cleavage
Chr08_30829,Eucgr.D01599,miRNA-target,3.0,Cleavage
Chr08_30829,Eucgr.D01599,miRNA-target,3.0,Cleavage
Chr08_30829,Eucgr.D01587,miRNA-target,3.0,Cleavage
Chr08_30829,Eucgr.F02230,miRNA-target,3.0,Cleavage
Chr08_30829,Eucgr.F02230,miRNA-target,3.0,Cleavage
Chr08_30829,Eucgr.H04089,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.D01599,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.D01599,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.C02470,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.F02611,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.C00538,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.I02304,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.D00250,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.F02533,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.C03974,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.F02125,miRNA-target,3.0,Cleavage
Chr08_31426,Eucgr.B03431,miRNA-target,3.0,Cleavage
