mirna_core_accession,mirna_id,srr_accession,study_id,tissue,genotype,condition,replicate,raw_count,cpm
45,Chr08_34494,SRR5433935,4,leaves,,,1,10.0,0.6944
45,Chr08_34494,SRR5433936,4,stem,,,1,7.0,0.3105
46,Chr08_34702,SRR11749594,1,callus,GL9,,1,615.0,45.293
46,Chr08_34702,SRR11749595,1,stem,GL9,,3,1095.0,68.1238
46,Chr08_34702,SRR11749596,1,stem,GL9,,2,1364.0,83.8636
46,Chr08_34702,SRR11749597,1,stem,GL9,,1,796.0,58.5929
46,Chr08_34702,SRR11749598,1,callus,DH201-2,,3,256.0,20.3279
46,Chr08_34702,SRR11749599,1,callus,DH201-2,,2,259.0,19.4676
46,Chr08_34702,SRR11749600,1,callus,DH201-2,,1,389.0,30.1665
46,Chr08_34702,SRR11749601,1,stem,DH201-2,,3,410.0,27.0974
46,Chr08_34702,SRR11749602,1,callus,GL9,,3,599.0,41.3325
46,Chr08_34702,SRR11749603,1,callus,GL9,,2,424.0,34.0976
46,Chr08_34702,SRR11749604,1,stem,DH201-2,,2,304.0,20.562
46,Chr08_34702,SRR11749605,1,stem,DH201-2,,1,427.0,26.3665
46,Chr08_34702,SRR14138142,3,stem,,opposite_wood,1,2.0,0.4255
46,Chr08_34702,SRR14138146,3,stem,,unbent_control,2,2.0,0.4438
46,Chr08_34702,SRR5433935,4,leaves,,,1,2.0,0.1389
46,Chr08_34702,SRR5433936,4,stem,,,1,6.0,0.2661
47,Chr08_35572,SRR11749594,1,callus,GL9,,1,52.0,3.8297
47,Chr08_35572,SRR11749595,1,stem,GL9,,3,46.0,2.8618
47,Chr08_35572,SRR11749596,1,stem,GL9,,2,32.0,1.9675
47,Chr08_35572,SRR11749597,1,stem,GL9,,1,10.0,0.7361
47,Chr08_35572,SRR11749598,1,callus,DH201-2,,3,15.0,1.1911
47,Chr08_35572,SRR11749599,1,callus,DH201-2,,2,28.0,2.1046
47,Chr08_35572,SRR11749600,1,callus,DH201-2,,1,40.0,3.102
47,Chr08_35572,SRR11749601,1,stem,DH201-2,,3,64.0,4.2298
47,Chr08_35572,SRR11749602,1,callus,GL9,,3,39.0,2.6911
47,Chr08_35572,SRR11749603,1,callus,GL9,,2,45.0,3.6188
47,Chr08_35572,SRR11749604,1,stem,DH201-2,,2,150.0,10.1457
47,Chr08_35572,SRR11749605,1,stem,DH201-2,,1,144.0,8.8917
47,Chr08_35572,SRR14138146,3,stem,,unbent_control,2,2.0,0.4438
47,Chr08_35572,SRR5433935,4,leaves,,,1,262.0,18.1934
47,Chr08_35572,SRR5433936,4,stem,,,1,671.0,29.7638
48,Chr08_35612,SRR11749594,1,callus,GL9,,1,245.0,18.0436
48,Chr08_35612,SRR11749595,1,stem,GL9,,3,9.0,0.5599
48,Chr08_35612,SRR11749596,1,stem,GL9,,2,4.0,0.2459
48,Chr08_35612,SRR11749597,1,stem,GL9,,1,2.0,0.1472
48,Chr08_35612,SRR11749598,1,callus,DH201-2,,3,3.0,0.2382
48,Chr08_35612,SRR11749599,1,callus,DH201-2,,2,6.0,0.451
48,Chr08_35612,SRR11749600,1,callus,DH201-2,,1,12.0,0.9306
48,Chr08_35612,SRR11749602,1,callus,GL9,,3,186.0,12.8345
48,Chr08_35612,SRR11749603,1,callus,GL9,,2,300.0,24.1256
48,Chr08_35612,SRR11749604,1,stem,DH201-2,,2,7.0,0.4735
48,Chr08_35612,SRR11749605,1,stem,DH201-2,,1,2.0,0.1235
48,Chr08_35612,SRR5433936,4,stem,,,1,4.0,0.1774
49,Chr09_36711,SRR11749594,1,callus,GL9,,1,29.0,2.1358
49,Chr09_36711,SRR11749595,1,stem,GL9,,3,637.0,39.63
49,Chr09_36711,SRR11749596,1,stem,GL9,,2,563.0,34.6153
49,Chr09_36711,SRR11749597,1,stem,GL9,,1,263.0,19.3592
49,Chr09_36711,SRR11749598,1,callus,DH201-2,,3,21.0,1.6675
49,Chr09_36711,SRR11749599,1,callus,DH201-2,,2,22.0,1.6536
49,Chr09_36711,SRR11749600,1,callus,DH201-2,,1,7.0,0.5428
49,Chr09_36711,SRR11749601,1,stem,DH201-2,,3,28.0,1.8506
49,Chr09_36711,SRR11749602,1,callus,GL9,,3,26.0,1.7941
49,Chr09_36711,SRR11749603,1,callus,GL9,,2,18.0,1.4475
49,Chr09_36711,SRR11749604,1,stem,DH201-2,,2,27.0,1.8262
49,Chr09_36711,SRR11749605,1,stem,DH201-2,,1,32.0,1.9759
50,Chr09_36714,SRR11749594,1,callus,GL9,,1,3562.0,262.3313
50,Chr09_36714,SRR11749595,1,stem,GL9,,3,679.0,42.243
50,Chr09_36714,SRR11749596,1,stem,GL9,,2,1124.0,69.1075
50,Chr09_36714,SRR11749597,1,stem,GL9,,1,497.0,36.5837
50,Chr09_36714,SRR11749598,1,callus,DH201-2,,3,3292.0,261.4044
50,Chr09_36714,SRR11749599,1,callus,DH201-2,,2,2764.0,207.7551
50,Chr09_36714,SRR11749600,1,callus,DH201-2,,1,4235.0,328.4193
50,Chr09_36714,SRR11749601,1,stem,DH201-2,,3,252.0,16.655
50,Chr09_36714,SRR11749602,1,callus,GL9,,3,3434.0,236.9545
50,Chr09_36714,SRR11749603,1,callus,GL9,,2,3962.0,318.6192
50,Chr09_36714,SRR11749604,1,stem,DH201-2,,2,218.0,14.7451
50,Chr09_36714,SRR11749605,1,stem,DH201-2,,1,290.0,17.907
50,Chr09_36714,SRR14138144,3,stem,,tension_wood,2,3.0,0.5507
50,Chr09_36714,SRR14138146,3,stem,,unbent_control,2,3.0,0.6656
50,Chr09_36714,SRR5433935,4,leaves,,,1,25.0,1.736
50,Chr09_36714,SRR5433936,4,stem,,,1,73.0,3.2381
51,Chr09_36718,SRR11749594,1,callus,GL9,,1,1248.0,91.9117
51,Chr09_36718,SRR11749595,1,stem,GL9,,3,477.0,29.6758
51,Chr09_36718,SRR11749596,1,stem,GL9,,2,653.0,40.1488
51,Chr09_36718,SRR11749597,1,stem,GL9,,1,355.0,26.1312
51,Chr09_36718,SRR11749598,1,callus,DH201-2,,3,2004.0,159.1295
51,Chr09_36718,SRR11749599,1,callus,DH201-2,,2,2469.0,185.5815
51,Chr09_36718,SRR11749600,1,callus,DH201-2,,1,2410.0,186.8927
51,Chr09_36718,SRR11749601,1,stem,DH201-2,,3,34.0,2.2471
51,Chr09_36718,SRR11749602,1,callus,GL9,,3,1752.0,120.8924
51,Chr09_36718,SRR11749603,1,callus,GL9,,2,2023.0,162.6872
51,Chr09_36718,SRR11749604,1,stem,DH201-2,,2,139.0,9.4017
51,Chr09_36718,SRR11749605,1,stem,DH201-2,,1,199.0,12.2879
51,Chr09_36718,SRR14138141,3,stem,,tension_wood,1,220.0,44.4321
51,Chr09_36718,SRR14138142,3,stem,,opposite_wood,1,276.0,58.7197
51,Chr09_36718,SRR14138143,3,stem,,unbent_control,1,183.0,32.5636
51,Chr09_36718,SRR14138144,3,stem,,tension_wood,2,339.0,62.234
51,Chr09_36718,SRR14138145,3,stem,,opposite_wood,2,121.0,32.6138
51,Chr09_36718,SRR14138146,3,stem,,unbent_control,2,634.0,140.6727
51,Chr09_36718,SRR5433935,4,leaves,,,1,11.0,0.7638
51,Chr09_36718,SRR5433936,4,stem,,,1,50.0,2.2179
52,Chr09_37979,SRR11749594,1,callus,GL9,,1,145.0,10.6788
52,Chr09_37979,SRR11749595,1,stem,GL9,,3,69.0,4.2927
52,Chr09_37979,SRR11749596,1,stem,GL9,,2,66.0,4.0579
52,Chr09_37979,SRR11749597,1,stem,GL9,,1,65.0,4.7846
52,Chr09_37979,SRR11749598,1,callus,DH201-2,,3,110.0,8.7347
52,Chr09_37979,SRR11749599,1,callus,DH201-2,,2,113.0,8.4936
52,Chr09_37979,SRR11749600,1,callus,DH201-2,,1,131.0,10.1589
52,Chr09_37979,SRR11749601,1,stem,DH201-2,,3,42.0,2.7758
52,Chr09_37979,SRR11749602,1,callus,GL9,,3,112.0,7.7283
52,Chr09_37979,SRR11749603,1,callus,GL9,,2,89.0,7.1573
52,Chr09_37979,SRR11749604,1,stem,DH201-2,,2,52.0,3.5172
52,Chr09_37979,SRR11749605,1,stem,DH201-2,,1,32.0,1.9759
52,Chr09_37979,SRR14138144,3,stem,,tension_wood,2,1.0,0.1836
56,Chr10_40549,SRR11749594,1,callus,GL9,,1,67.0,4.9344
56,Chr10_40549,SRR11749595,1,stem,GL9,,3,26.0,1.6176
56,Chr10_40549,SRR11749596,1,stem,GL9,,2,40.0,2.4593
56,Chr10_40549,SRR11749597,1,stem,GL9,,1,56.0,4.1221
56,Chr10_40549,SRR11749598,1,callus,DH201-2,,3,10.0,0.7941
56,Chr10_40549,SRR11749599,1,callus,DH201-2,,2,6.0,0.451
56,Chr10_40549,SRR11749600,1,callus,DH201-2,,1,7.0,0.5428
56,Chr10_40549,SRR11749601,1,stem,DH201-2,,3,12.0,0.7931
56,Chr10_40549,SRR11749602,1,callus,GL9,,3,74.0,5.1062
56,Chr10_40549,SRR11749603,1,callus,GL9,,2,41.0,3.2972
56,Chr10_40549,SRR11749604,1,stem,DH201-2,,2,25.0,1.691
56,Chr10_40549,SRR11749605,1,stem,DH201-2,,1,12.0,0.741
56,Chr10_40549,SRR14138141,3,stem,,tension_wood,1,1.0,0.202
56,Chr10_40549,SRR14138143,3,stem,,unbent_control,1,2.0,0.3559
56,Chr10_40549,SRR14138146,3,stem,,unbent_control,2,1.0,0.2219
56,Chr10_40549,SRR5433935,4,leaves,,,1,17.0,1.1805
56,Chr10_40549,SRR5433936,4,stem,,,1,14.0,0.621
53,Chr10_41135,SRR11749594,1,callus,GL9,,1,47.0,3.4614
53,Chr10_41135,SRR11749595,1,stem,GL9,,3,2.0,0.1244
53,Chr10_41135,SRR11749596,1,stem,GL9,,2,9.0,0.5534
53,Chr10_41135,SRR11749597,1,stem,GL9,,1,9.0,0.6625
53,Chr10_41135,SRR11749598,1,callus,DH201-2,,3,205.0,16.2782
53,Chr10_41135,SRR11749599,1,callus,DH201-2,,2,237.0,17.814
53,Chr10_41135,SRR11749600,1,callus,DH201-2,,1,259.0,20.0851
53,Chr10_41135,SRR11749601,1,stem,DH201-2,,3,9.0,0.5948
53,Chr10_41135,SRR11749602,1,callus,GL9,,3,79.0,5.4512
53,Chr10_41135,SRR11749603,1,callus,GL9,,2,15.0,1.2063
53,Chr10_41135,SRR11749604,1,stem,DH201-2,,2,16.0,1.0822
53,Chr10_41135,SRR11749605,1,stem,DH201-2,,1,14.0,0.8645
53,Chr10_41135,SRR14138141,3,stem,,tension_wood,1,2.0,0.4039
53,Chr10_41135,SRR14138142,3,stem,,opposite_wood,1,1.0,0.2128
53,Chr10_41135,SRR14138143,3,stem,,unbent_control,1,3.0,0.5338
53,Chr10_41135,SRR14138144,3,stem,,tension_wood,2,4.0,0.7343
53,Chr10_41135,SRR14138145,3,stem,,opposite_wood,2,2.0,0.5391
53,Chr10_41135,SRR14138146,3,stem,,unbent_control,2,1.0,0.2219
53,Chr10_41135,SRR5433935,4,leaves,,,1,1.0,0.0694
53,Chr10_41135,SRR5433936,4,stem,,,1,967.0,42.8935
54,Chr10_41201,SRR11749594,1,callus,GL9,,1,2.0,0.1473
54,Chr10_41201,SRR11749595,1,stem,GL9,,3,4.0,0.2489
54,Chr10_41201,SRR11749596,1,stem,GL9,,2,7.0,0.4304
54,Chr10_41201,SRR11749597,1,stem,GL9,,1,6.0,0.4417
54,Chr10_41201,SRR11749598,1,callus,DH201-2,,3,7.0,0.5558
54,Chr10_41201,SRR11749599,1,callus,DH201-2,,2,24.0,1.804
54,Chr10_41201,SRR11749600,1,callus,DH201-2,,1,17.0,1.3183
54,Chr10_41201,SRR11749601,1,stem,DH201-2,,3,5.0,0.3305
54,Chr10_41201,SRR11749602,1,callus,GL9,,3,10.0,0.69
54,Chr10_41201,SRR11749603,1,callus,GL9,,2,1.0,0.0804
54,Chr10_41201,SRR11749604,1,stem,DH201-2,,2,9.0,0.6087
54,Chr10_41201,SRR11749605,1,stem,DH201-2,,1,7.0,0.4322
54,Chr10_41201,SRR14138142,3,stem,,opposite_wood,1,1.0,0.2128
54,Chr10_41201,SRR14138144,3,stem,,tension_wood,2,5.0,0.9179
54,Chr10_41201,SRR14138145,3,stem,,opposite_wood,2,1.0,0.2695
54,Chr10_41201,SRR14138146,3,stem,,unbent_control,2,18.0,3.9939
54,Chr10_41201,SRR5433935,4,leaves,,,1,1.0,0.0694
54,Chr10_41201,SRR5433936,4,stem,,,1,100.0,4.4357
55,Chr10_41575,SRR11749594,1,callus,GL9,,1,308.0,22.6833
55,Chr10_41575,SRR11749595,1,stem,GL9,,3,39968.0,2486.5485
55,Chr10_41575,SRR11749596,1,stem,GL9,,2,33983.0,2089.3966
55,Chr10_41575,SRR11749597,1,stem,GL9,,1,59009.0,4343.6006
55,Chr10_41575,SRR11749598,1,callus,DH201-2,,3,8603.0,683.1293
55,Chr10_41575,SRR11749599,1,callus,DH201-2,,2,10707.0,804.7879
55,Chr10_41575,SRR11749600,1,callus,DH201-2,,1,5174.0,401.2377
55,Chr10_41575,SRR11749601,1,stem,DH201-2,,3,41241.0,2725.6665
55,Chr10_41575,SRR11749602,1,callus,GL9,,3,7442.0,513.5165
55,Chr10_41575,SRR11749603,1,callus,GL9,,2,211.0,16.9684
55,Chr10_41575,SRR11749604,1,stem,DH201-2,,2,50068.0,3386.5087
55,Chr10_41575,SRR11749605,1,stem,DH201-2,,1,42913.0,2649.801
55,Chr10_41575,SRR14138141,3,stem,,tension_wood,1,211.0,42.6145
55,Chr10_41575,SRR14138142,3,stem,,opposite_wood,1,170.0,36.168
55,Chr10_41575,SRR14138143,3,stem,,unbent_control,1,223.0,39.6813
55,Chr10_41575,SRR14138144,3,stem,,tension_wood,2,225.0,41.3057
55,Chr10_41575,SRR14138145,3,stem,,opposite_wood,2,174.0,46.8991
55,Chr10_41575,SRR14138146,3,stem,,unbent_control,2,216.0,47.9263
55,Chr10_41575,SRR5433935,4,leaves,,,1,1078.0,74.8567
55,Chr10_41575,SRR5433936,4,stem,,,1,960.0,42.583
57,Chr11_41982,SRR11749594,1,callus,GL9,,1,37911.0,2792.0385
57,Chr11_41982,SRR11749595,1,stem,GL9,,3,13846.0,861.4079
57,Chr11_41982,SRR11749596,1,stem,GL9,,2,13449.0,826.8927
57,Chr11_41982,SRR11749597,1,stem,GL9,,1,6391.0,470.4359
57,Chr11_41982,SRR11749598,1,callus,DH201-2,,3,24747.0,1965.0588
57,Chr11_41982,SRR11749599,1,callus,DH201-2,,2,41957.0,3153.6833
57,Chr11_41982,SRR11749600,1,callus,DH201-2,,1,6855.0,531.5973
57,Chr11_41982,SRR11749601,1,stem,DH201-2,,3,2618.0,173.0267
57,Chr11_41982,SRR11749602,1,callus,GL9,,3,35652.0,2460.0765
57,Chr11_41982,SRR11749603,1,callus,GL9,,2,29875.0,2402.5107
57,Chr11_41982,SRR11749604,1,stem,DH201-2,,2,2555.0,172.8156
57,Chr11_41982,SRR11749605,1,stem,DH201-2,,1,1856.0,114.6047
57,Chr11_41982,SRR14138141,3,stem,,tension_wood,1,1172.0,236.7021
57,Chr11_41982,SRR14138142,3,stem,,opposite_wood,1,1713.0,364.4454
57,Chr11_41982,SRR14138143,3,stem,,unbent_control,1,970.0,172.6047
57,Chr11_41982,SRR14138144,3,stem,,tension_wood,2,2728.0,500.809
57,Chr11_41982,SRR14138145,3,stem,,opposite_wood,2,391.0,105.3883
57,Chr11_41982,SRR14138146,3,stem,,unbent_control,2,1766.0,391.8421
57,Chr11_41982,SRR5433935,4,leaves,,,1,1222.0,84.8561
57,Chr11_41982,SRR5433936,4,stem,,,1,1293.0,57.354
58,Chr11_42092,SRR11749594,1,callus,GL9,,1,475.0,34.9824
58,Chr11_42092,SRR11749595,1,stem,GL9,,3,675.0,41.9941
58,Chr11_42092,SRR11749596,1,stem,GL9,,2,526.0,32.3404
58,Chr11_42092,SRR11749597,1,stem,GL9,,1,286.0,21.0522
58,Chr11_42092,SRR11749598,1,callus,DH201-2,,3,113.0,8.9729
58,Chr11_42092,SRR11749599,1,callus,DH201-2,,2,312.0,23.4514
58,Chr11_42092,SRR11749600,1,callus,DH201-2,,1,189.0,14.6567
58,Chr11_42092,SRR11749601,1,stem,DH201-2,,3,276.0,18.2412
58,Chr11_42092,SRR11749602,1,callus,GL9,,3,505.0,34.8463
58,Chr11_42092,SRR11749603,1,callus,GL9,,2,306.0,24.6081
58,Chr11_42092,SRR11749604,1,stem,DH201-2,,2,271.0,18.3299
58,Chr11_42092,SRR11749605,1,stem,DH201-2,,1,328.0,20.2534
58,Chr11_42092,SRR14138141,3,stem,,tension_wood,1,2.0,0.4039
58,Chr11_42092,SRR14138143,3,stem,,unbent_control,1,2.0,0.3559
58,Chr11_42092,SRR14138144,3,stem,,tension_wood,2,1.0,0.1836
58,Chr11_42092,SRR14138146,3,stem,,unbent_control,2,2.0,0.4438
58,Chr11_42092,SRR5433935,4,leaves,,,1,2198.0,152.6298
58,Chr11_42092,SRR5433936,4,stem,,,1,6.0,0.2661
60,Chr11_43106,SRR11749594,1,callus,GL9,,1,1237.0,91.1016
60,Chr11_43106,SRR11749595,1,stem,GL9,,3,18698.0,1163.2677
60,Chr11_43106,SRR11749596,1,stem,GL9,,2,29373.0,1805.9573
60,Chr11_43106,SRR11749597,1,stem,GL9,,1,17009.0,1252.0175
60,Chr11_43106,SRR11749598,1,callus,DH201-2,,3,377.0,29.936
60,Chr11_43106,SRR11749599,1,callus,DH201-2,,2,192.0,14.4316
60,Chr11_43106,SRR11749600,1,callus,DH201-2,,1,307.0,23.8075
60,Chr11_43106,SRR11749601,1,stem,DH201-2,,3,28566.0,1887.9608
60,Chr11_43106,SRR11749602,1,callus,GL9,,3,1161.0,80.1119
60,Chr11_43106,SRR11749603,1,callus,GL9,,2,964.0,77.5237
60,Chr11_43106,SRR11749604,1,stem,DH201-2,,2,23734.0,1605.3247
60,Chr11_43106,SRR11749605,1,stem,DH201-2,,1,28120.0,1736.3597
60,Chr11_43106,SRR14138141,3,stem,,tension_wood,1,1.0,0.202
60,Chr11_43106,SRR14138144,3,stem,,tension_wood,2,1.0,0.1836
60,Chr11_43106,SRR14138146,3,stem,,unbent_control,2,1.0,0.2219
60,Chr11_43106,SRR5433935,4,leaves,,,1,33.0,2.2915
60,Chr11_43106,SRR5433936,4,stem,,,1,4.0,0.1774
59,Chr11_44314,SRR11749594,1,callus,GL9,,1,2223.0,163.7177
59,Chr11_44314,SRR11749595,1,stem,GL9,,3,790.0,49.1487
59,Chr11_44314,SRR11749596,1,stem,GL9,,2,891.0,54.7819
59,Chr11_44314,SRR11749597,1,stem,GL9,,1,976.0,71.8425
59,Chr11_44314,SRR11749598,1,callus,DH201-2,,3,3590.0,285.0673
59,Chr11_44314,SRR11749599,1,callus,DH201-2,,2,4077.0,306.4463
59,Chr11_44314,SRR11749600,1,callus,DH201-2,,1,5019.0,389.2176
59,Chr11_44314,SRR11749601,1,stem,DH201-2,,3,2273.0,150.2253
59,Chr11_44314,SRR11749602,1,callus,GL9,,3,2239.0,154.4966
59,Chr11_44314,SRR11749603,1,callus,GL9,,2,2814.0,226.2984
59,Chr11_44314,SRR11749604,1,stem,DH201-2,,2,1816.0,122.8309
59,Chr11_44314,SRR11749605,1,stem,DH201-2,,1,1911.0,118.0008
59,Chr11_44314,SRR14138141,3,stem,,tension_wood,1,341.0,68.8698
59,Chr11_44314,SRR14138142,3,stem,,opposite_wood,1,246.0,52.3372
59,Chr11_44314,SRR14138143,3,stem,,unbent_control,1,374.0,66.5507
59,Chr11_44314,SRR14138144,3,stem,,tension_wood,2,512.0,93.9935
59,Chr11_44314,SRR14138145,3,stem,,opposite_wood,2,166.0,44.7428
59,Chr11_44314,SRR14138146,3,stem,,unbent_control,2,357.0,79.2116
59,Chr11_44314,SRR5433935,4,leaves,,,1,223.0,15.4852
59,Chr11_44314,SRR5433936,4,stem,,,1,2720.0,120.6519
69,Egr-miR156a,SRR11749594,1,callus,GL9,,1,5869.0,432.2353
69,Egr-miR156a,SRR11749595,1,stem,GL9,,3,24164.0,1503.3266
69,Egr-miR156a,SRR11749596,1,stem,GL9,,2,22222.0,1366.2882
69,Egr-miR156a,SRR11749597,1,stem,GL9,,1,13616.0,1002.2618
69,Egr-miR156a,SRR11749598,1,callus,DH201-2,,3,5558.0,441.3382
69,Egr-miR156a,SRR11749599,1,callus,DH201-2,,2,8522.0,640.5532
69,Egr-miR156a,SRR11749600,1,callus,DH201-2,,1,9135.0,708.4086
69,Egr-miR156a,SRR11749601,1,stem,DH201-2,,3,8282.0,547.3672
69,Egr-miR156a,SRR11749602,1,callus,GL9,,3,5508.0,380.0657
69,Egr-miR156a,SRR11749603,1,callus,GL9,,2,5674.0,456.2961
69,Egr-miR156a,SRR11749604,1,stem,DH201-2,,2,16487.0,1115.1508
69,Egr-miR156a,SRR11749605,1,stem,DH201-2,,1,12546.0,774.6931
69,Egr-miR156a,SRR14138141,3,stem,,tension_wood,1,64.0,12.9257
69,Egr-miR156a,SRR14138142,3,stem,,opposite_wood,1,138.0,29.3599
69,Egr-miR156a,SRR14138143,3,stem,,unbent_control,1,192.0,34.165
69,Egr-miR156a,SRR14138144,3,stem,,tension_wood,2,372.0,68.2921
69,Egr-miR156a,SRR14138145,3,stem,,opposite_wood,2,209.0,56.3329
69,Egr-miR156a,SRR14138146,3,stem,,unbent_control,2,1431.0,317.5119
69,Egr-miR156a,SRR5433935,4,leaves,,,1,40234.0,2793.8621
69,Egr-miR156a,SRR5433936,4,stem,,,1,7075.0,313.828
70,Egr-miR156b,SRR11749594,1,callus,GL9,,1,5869.0,432.2353
70,Egr-miR156b,SRR11749595,1,stem,GL9,,3,24164.0,1503.3266
70,Egr-miR156b,SRR11749596,1,stem,GL9,,2,22222.0,1366.2882
70,Egr-miR156b,SRR11749597,1,stem,GL9,,1,13616.0,1002.2618
70,Egr-miR156b,SRR11749598,1,callus,DH201-2,,3,5558.0,441.3382
70,Egr-miR156b,SRR11749599,1,callus,DH201-2,,2,8522.0,640.5532
70,Egr-miR156b,SRR11749600,1,callus,DH201-2,,1,9135.0,708.4086
70,Egr-miR156b,SRR11749601,1,stem,DH201-2,,3,8282.0,547.3672
70,Egr-miR156b,SRR11749602,1,callus,GL9,,3,5508.0,380.0657
70,Egr-miR156b,SRR11749603,1,callus,GL9,,2,5674.0,456.2961
70,Egr-miR156b,SRR11749604,1,stem,DH201-2,,2,16487.0,1115.1508
70,Egr-miR156b,SRR11749605,1,stem,DH201-2,,1,12546.0,774.6931
70,Egr-miR156b,SRR14138141,3,stem,,tension_wood,1,64.0,12.9257
70,Egr-miR156b,SRR14138142,3,stem,,opposite_wood,1,138.0,29.3599
70,Egr-miR156b,SRR14138143,3,stem,,unbent_control,1,192.0,34.165
70,Egr-miR156b,SRR14138144,3,stem,,tension_wood,2,372.0,68.2921
70,Egr-miR156b,SRR14138145,3,stem,,opposite_wood,2,209.0,56.3329
70,Egr-miR156b,SRR14138146,3,stem,,unbent_control,2,1431.0,317.5119
70,Egr-miR156b,SRR5433935,4,leaves,,,1,40234.0,2793.8621
70,Egr-miR156b,SRR5433936,4,stem,,,1,7075.0,313.828
71,Egr-miR156d,SRR11749594,1,callus,GL9,,1,3553.0,261.6685
71,Egr-miR156d,SRR11749595,1,stem,GL9,,3,13860.0,862.2789
71,Egr-miR156d,SRR11749596,1,stem,GL9,,2,13743.0,844.9689
71,Egr-miR156d,SRR11749597,1,stem,GL9,,1,7983.0,587.6216
71,Egr-miR156d,SRR11749598,1,callus,DH201-2,,3,3162.0,251.0816
71,Egr-miR156d,SRR11749599,1,callus,DH201-2,,2,5521.0,414.984
71,Egr-miR156d,SRR11749600,1,callus,DH201-2,,1,5574.0,432.2572
71,Egr-miR156d,SRR11749601,1,stem,DH201-2,,3,4388.0,290.0081
71,Egr-miR156d,SRR11749602,1,callus,GL9,,3,3495.0,241.1637
71,Egr-miR156d,SRR11749603,1,callus,GL9,,2,2997.0,241.0151
71,Egr-miR156d,SRR11749604,1,stem,DH201-2,,2,7793.0,527.1044
71,Egr-miR156d,SRR11749605,1,stem,DH201-2,,1,6034.0,372.5887
71,Egr-miR156d,SRR14138141,3,stem,,tension_wood,1,22.0,4.4432
71,Egr-miR156d,SRR14138142,3,stem,,opposite_wood,1,30.0,6.3826
71,Egr-miR156d,SRR14138143,3,stem,,unbent_control,1,47.0,8.3633
71,Egr-miR156d,SRR14138144,3,stem,,tension_wood,2,63.0,11.5656
71,Egr-miR156d,SRR14138145,3,stem,,opposite_wood,2,57.0,15.3635
71,Egr-miR156d,SRR14138146,3,stem,,unbent_control,2,276.0,61.2392
71,Egr-miR156d,SRR5433935,4,leaves,,,1,16842.0,1169.514
71,Egr-miR156d,SRR5433936,4,stem,,,1,4215.0,186.9661
72,Egr-miR156e,SRR11749594,1,callus,GL9,,1,3553.0,261.6685
72,Egr-miR156e,SRR11749595,1,stem,GL9,,3,13860.0,862.2789
72,Egr-miR156e,SRR11749596,1,stem,GL9,,2,13743.0,844.9689
72,Egr-miR156e,SRR11749597,1,stem,GL9,,1,7983.0,587.6216
72,Egr-miR156e,SRR11749598,1,callus,DH201-2,,3,3162.0,251.0816
72,Egr-miR156e,SRR11749599,1,callus,DH201-2,,2,5521.0,414.984
72,Egr-miR156e,SRR11749600,1,callus,DH201-2,,1,5574.0,432.2572
72,Egr-miR156e,SRR11749601,1,stem,DH201-2,,3,4388.0,290.0081
72,Egr-miR156e,SRR11749602,1,callus,GL9,,3,3495.0,241.1637
72,Egr-miR156e,SRR11749603,1,callus,GL9,,2,2997.0,241.0151
72,Egr-miR156e,SRR11749604,1,stem,DH201-2,,2,7793.0,527.1044
72,Egr-miR156e,SRR11749605,1,stem,DH201-2,,1,6034.0,372.5887
72,Egr-miR156e,SRR14138141,3,stem,,tension_wood,1,22.0,4.4432
72,Egr-miR156e,SRR14138142,3,stem,,opposite_wood,1,30.0,6.3826
72,Egr-miR156e,SRR14138143,3,stem,,unbent_control,1,47.0,8.3633
72,Egr-miR156e,SRR14138144,3,stem,,tension_wood,2,63.0,11.5656
72,Egr-miR156e,SRR14138145,3,stem,,opposite_wood,2,57.0,15.3635
72,Egr-miR156e,SRR14138146,3,stem,,unbent_control,2,276.0,61.2392
72,Egr-miR156e,SRR5433935,4,leaves,,,1,16842.0,1169.514
72,Egr-miR156e,SRR5433936,4,stem,,,1,4215.0,186.9661
73,Egr-miR156f,SRR11749594,1,callus,GL9,,1,3553.0,261.6685
73,Egr-miR156f,SRR11749595,1,stem,GL9,,3,13860.0,862.2789
73,Egr-miR156f,SRR11749596,1,stem,GL9,,2,13743.0,844.9689
73,Egr-miR156f,SRR11749597,1,stem,GL9,,1,7983.0,587.6216
73,Egr-miR156f,SRR11749598,1,callus,DH201-2,,3,3162.0,251.0816
73,Egr-miR156f,SRR11749599,1,callus,DH201-2,,2,5521.0,414.984
73,Egr-miR156f,SRR11749600,1,callus,DH201-2,,1,5574.0,432.2572
73,Egr-miR156f,SRR11749601,1,stem,DH201-2,,3,4388.0,290.0081
73,Egr-miR156f,SRR11749602,1,callus,GL9,,3,3495.0,241.1637
73,Egr-miR156f,SRR11749603,1,callus,GL9,,2,2997.0,241.0151
73,Egr-miR156f,SRR11749604,1,stem,DH201-2,,2,7793.0,527.1044
73,Egr-miR156f,SRR11749605,1,stem,DH201-2,,1,6034.0,372.5887
73,Egr-miR156f,SRR14138141,3,stem,,tension_wood,1,22.0,4.4432
73,Egr-miR156f,SRR14138142,3,stem,,opposite_wood,1,30.0,6.3826
73,Egr-miR156f,SRR14138143,3,stem,,unbent_control,1,47.0,8.3633
73,Egr-miR156f,SRR14138144,3,stem,,tension_wood,2,63.0,11.5656
